Normal,Dist1,Dist2,Dist3
0.33712330875079194,2.6070791847548147,-3.486553277270741,-0.6760214821824702
-1.7006634845327184,1.5526474046492817,4.670150619096926,0.5351884423457249
-1.4704210128744446,2.1429911275243185,0.9868443772965421,-1.898904800289412
-1.3498377845135978,2.416067250523565,4.484967917215952,-2.677368960444917
-0.34454214719044457,2.030475709320357,-3.1742343444611976,-2.0069066574694046
-0.6060750429719302,2.2983505000684166,1.1014801444346638,-0.19931700355684434
-0.5495440332843141,2.4045591363002825,1.9252702641042418,-2.019332868121855
-1.1235788298425773,2.8793119881744778,-0.1858236224339107,-0.6868825274909512
2.073621210457947,1.633660556530236,0.4125353353284229,6.794858449807844
0.7516080233168106,2.0450201162896393,-4.582108154757941,-0.01953381708102797
-0.5899463658785122,1.371941109592559,-1.056601074848953,-1.3848068317733488
0.5474301102348343,1.331865093360833,-2.71907185633144,-0.7380956660663487
-0.36862656414407236,2.4087905439749586,4.653387383272154,-2.5004478828533734
0.7946166560958453,1.943915934441561,-0.653096898848383,0.6800756790616604
0.18171989151670945,1.0905654278438734,1.6367447261695842,-1.924783768858556
-0.2048074586754526,1.2408025412613897,2.849155644421826,-1.343864486749589
0.7857545914862545,2.7492118690910674,1.0389237520528738,-1.5303177240812957
0.14808996264526025,1.5935388318546058,-3.8794043991416394,-0.38163569174394285
0.7623578941516648,1.425860957551115,0.685436717238411,-1.0137362484781294
-0.48749441214774775,1.7859807561925474,-1.4005120439562022,-1.689161999710531
0.04600783110876457,-0.23076289478415868,-0.9431387981436306,-0.8812144811471442
-3.545432325751145,6.116954898507496,4.370057569877247,0.9760221688119384
-1.3958975426281857,1.0001525947483372,0.9584519270081904,-1.3796336268551448
0.851175295489955,1.980554279971525,2.6899945514464836,-1.5759623180100752
-0.09027832869692717,2.221057886876698,3.681191307834901,-1.5798801586757016
0.6030473730478986,2.7541249147470386,1.7835994419524646,-1.7346403847363034
1.4225568060017755,1.8110167318004713,-0.1366994373368886,-1.6626867183817062
-0.2959114010734386,2.357738563871296,-3.824575879848168,0.2155695099021404
-0.047649612922395404,3.966968264732639,3.0690066483989984,-1.0798715806021162
0.11273472321207968,2.5477275527394614,-0.6057086621533614,0.86370656033873
-1.1407151497604817,3.5061457310585245,-0.30033026602198554,1.3761851446837168
0.05907805136651648,1.2425585626562583,2.3086862418165737,-0.758315223138549
0.3072564438305623,1.8324204389954364,-4.080157482874665,0.9416359691261593
-0.2776865347966738,1.2263623230674112,-2.586230856470552,-0.8914251319877848
0.05541073212475889,2.2380036228665245,-0.5374735876083374,1.6389094982457577
-0.6949001477789482,2.1535659136360623,3.164263016872109,-0.18834969907811305
-1.8274436212844518,0.4806322457410348,-4.332538593340546,-0.7343437184017642
-1.215040275857516,2.6140990570147338,-2.4169509888210183,0.22096426641511835
-0.16604080847646122,3.0829875689427118,-4.690379988136137,-0.18196803430073794
0.41968456572662316,2.403091219954843,3.679898592750181,-0.12778124242672106
0.936023700042507,2.6927235766891338,-4.326381643038264,-1.5847569507428365
1.0575243218771213,1.3791745494116077,1.4837041971409626,-2.743801606685307
-0.48307362656552744,1.9243210035278537,-1.8393910362458668,-1.6928655805491393
-1.625456456705637,1.5303402189914526,-4.456932800554155,1.3807720471493787
0.8563434645834613,2.3316744462979115,4.924286291988672,-2.049185571352136
-2.4239497613832057,2.101806334198892,-2.2333853571067843,-2.2879440434076144
0.7339404809269185,1.708602189658774,1.3306740363583263,-2.0787039205882887
0.6083601608662838,1.4118827119132598,-2.1539757198494955,0.816240444558076
0.6207710705000336,2.185469210117915,-0.7777402878964121,-0.3709339846210379
-0.1513345445382254,3.7062737596650006,-4.788731981036056,1.8146634138513542
0.7216281201587538,2.607809214211847,1.8947268130778019,-0.2484466832564456
-0.5093353407550232,4.218691521988294,-0.022376253085974795,2.3659014449397127
-0.5174775468075282,2.2704936407776097,-1.4840885843082798,-1.142097948522172
